version,4,4
counter,							engine_state,							temperature,							engine_rpm,							pump_vol,							radio_vol,							engine_vol,							pressure,							rc_input1,							rc_input2,							speed,							pump_st,							pump_rpm,							error_coe,							current,							tcu_temp,							ecu_temp,							thrust,							fuel_temp,							fuel_press,							combustion_press
22372,5,740,80600,6720,0,1580,102120,1400,0,0,2,9150,0,0,0,0,0,0,0,0
22374,5,755,81050,7020,0,1580,102120,1440,0,0,2,9550,0,0,0,0,0,0,0,0
22376,5,765,80550,6740,0,1580,102120,1380,0,0,2,9350,0,0,0,0,0,0,0,0
38761,6,85,3350,0,0,1580,102120,1380,0,0,2,9350,0,12,30,30,0,0,0,0
51053,6,80,3250,0,0,0,0,0,0,0,0,0,0,11,38,36,0,0,0,0
55146,6,155,4300,0,0,1560,101070,920,0,0,0,0,0,11,38,36,0,0,0,0
55152,6,150,4300,0,0,1560,101070,920,0,0,0,0,0,11,38,36,0,0,0,0
59244,6,140,4350,0,0,1540,101050,920,0,0,0,0,0,11,38,36,0,0,0,0
63478,6,245,2500,0,0,1600,67230,920,0,0,0,0,0,0,0,0,0,0,0,0
63479,6,245,2400,0,0,0,0,0,0,0,0,0,0,0,44,46,0,0,0,0
63480,6,245,2300,0,0,1600,67230,920,0,0,0,0,0,0,44,46,0,0,0,0
63481,6,245,2200,0,0,1600,67230,920,0,0,0,0,0,0,44,46,0,0,0,0
63482,6,245,2100,0,0,1620,67230,920,0,0,0,0,0,0,44,46,0,0,0,0
63483,6,245,2000,0,0,1620,67230,920,0,0,0,0,0,0,44,46,0,0,0,0
63484,6,240,1950,0,0,1620,67230,920,0,0,0,0,0,0,44,46,0,0,0,0
63485,6,240,1850,0,0,1620,67230,920,0,0,0,0,0,7,44,46,0,0,0,0
63486,6,240,1850,0,0,1600,67230,920,0,0,0,0,0,7,44,46,0,0,0,0
63487,6,240,2000,0,0,1600,67230,920,0,0,0,0,0,18,44,46,0,0,0,0
63488,6,240,2300,0,0,1600,67230,920,0,0,0,0,0,18,44,46,0,0,0,0
63489,6,240,2500,0,0,1600,67230,920,0,0,0,0,0,13,46,46,0,0,0,0
63490,6,240,2650,0,0,1600,67230,920,0,0,0,0,0,13,46,46,0,0,0,0
63491,6,240,2800,0,0,1600,67230,920,0,0,0,0,0,12,46,46,0,0,0,0
63492,6,240,2900,0,0,1600,67230,920,0,0,0,0,0,12,46,46,0,0,0,0
63493,6,240,3000,0,0,1600,67230,920,0,0,0,0,0,11,46,46,0,0,0,0
63494,6,240,3100,0,0,1600,67240,920,0,0,0,0,0,11,46,46,0,0,0,0
63495,6,235,3200,0,0,1600,67240,920,0,0,0,0,0,12,46,46,0,0,0,0
63496,6,235,3250,0,0,1600,67240,920,0,0,0,0,0,12,46,46,0,0,0,0
63497,6,235,3350,0,0,1600,67240,920,0,0,0,0,0,12,46,46,0,0,0,0
63498,6,230,3450,0,0,1600,67240,920,0,0,0,0,0,12,46,46,0,0,0,0
63499,6,230,3550,0,0,1600,67240,920,0,0,0,0,0,14,46,46,0,0,0,0
63500,6,230,3600,0,0,1600,67240,920,0,0,0,0,0,14,46,46,0,0,0,0
63501,6,225,3700,0,0,1600,67240,920,0,0,0,0,0,16,46,46,0,0,0,0
63502,6,225,3800,0,0,1600,67240,920,0,0,0,0,0,16,46,46,0,0,0,0
63503,6,225,3950,0,0,1600,67240,920,0,0,0,0,0,18,46,46,0,0,0,0
63504,6,220,4000,0,0,1600,67240,920,0,0,0,0,0,18,46,46,0,0,0,0
63505,6,220,4050,0,0,1600,67240,920,0,0,0,0,0,16,46,46,0,0,0,0
63506,6,220,4100,0,0,1600,67240,920,0,0,0,0,0,16,46,46,0,0,0,0
63507,6,215,4150,0,0,1600,67240,920,0,0,0,0,0,16,46,46,0,0,0,0
63508,6,215,4200,0,0,1600,67240,920,0,0,0,0,0,16,46,46,0,0,0,0
63509,6,210,4200,0,0,1600,67240,920,0,0,0,0,0,16,48,46,0,0,0,0
